iter	MultiClass
198	0.412313135
199	0.4119303766
200	0.4115569039
201	0.411249859
202	0.4108671959
203	0.4104694376
204	0.4101064886
205	0.4097729678
206	0.4094620659
207	0.4090866407
208	0.408763358
209	0.4084358848
210	0.4081238876
211	0.4077438911
212	0.4074367987
213	0.4070193739
214	0.4066994721
215	0.406353999
216	0.4059459552
217	0.4056146725
218	0.4052953897
219	0.4049974876
220	0.4047246806
221	0.404425731
222	0.404081496
223	0.403788213
224	0.4034768825
225	0.4031865042
226	0.4028807927
227	0.4025959858
228	0.402335131
229	0.4020270862
230	0.4017343746
231	0.4014225203
232	0.4010612855
233	0.4007088126
234	0.4004166248
235	0.4001048657
236	0.3998043446
237	0.3994840619
238	0.3991138748
239	0.3988331869
240	0.3985192135
241	0.3982623349
242	0.397985147
243	0.3976761022
244	0.3974263426
245	0.3972173683
246	0.3969399899
247	0.3966450402
248	0.3964037329
249	0.3961403543
250	0.3958194287
251	0.3956034545
252	0.3953763375
253	0.395070126
254	0.3948440805
255	0.3945645116
256	0.394252324
257	0.3939063033
258	0.393583092
259	0.3933110707
260	0.3930174543
261	0.3927748375
262	0.3924735545
263	0.3922089379
264	0.391951345
265	0.3917200138
266	0.3914032786
267	0.3911681617
268	0.3909315686
269	0.3907137611
270	0.3904551444
271	0.3902186228
272	0.3899393872
273	0.3897351748
274	0.3894822962
275	0.3892436555
276	0.3890054196
277	0.3887597313
278	0.3885096146
279	0.3882493074
280	0.3879590244
281	0.3877376454
282	0.3874591956
283	0.3872225311
284	0.3869943427
285	0.3867736066
286	0.3865091567
287	0.386310468
288	0.3861174222
289	0.385841258
290	0.3856094506
291	0.3853029772
292	0.3850332892
293	0.3848447433
294	0.384593079
295	0.3843483907
296	0.3841240594
297	0.383921347
298	0.3837103966
299	0.3834970414
300	0.3832937099
301	0.383065712
302	0.3827891669
303	0.3824366463
304	0.3822261244
305	0.3820034836
306	0.3817461288
307	0.3815402497
308	0.3813054185
309	0.3810495399
310	0.3808664702
311	0.3806917337
312	0.3804794737
313	0.3802742137
314	0.3800226446
315	0.3798062656
316	0.3795585774
317	0.3794085311
318	0.3792066996
319	0.3789950111
320	0.3787060614
321	0.3785105631
322	0.3782739939
323	0.3780643053
324	0.3779103543
325	0.3777140466
326	0.3774381206
327	0.3771574327
328	0.376942268
329	0.3767542459
330	0.3765136766
331	0.3763214879
332	0.3761018709
333	0.3758819681
334	0.3756538512
335	0.3754184247
336	0.3752515453
337	0.3750875468
338	0.3749060723
339	0.3747215264
340	0.3745101235
341	0.374349625
342	0.3742177452
343	0.3740511039
344	0.3737707731
345	0.3735382515
346	0.3733543008
347	0.3731729929
348	0.3729188762
349	0.372736235
350	0.3725097847
351	0.3723634289
352	0.3721658354
353	0.3719831942
354	0.3717918389
355	0.3716203642
356	0.3713693903
357	0.3711305592
358	0.3709449418
359	0.3707898718
360	0.3706207305
361	0.3704351608
362	0.3702571386
363	0.370043331
364	0.3698670707
365	0.3696777868
366	0.369472122
367	0.3692773618
368	0.3690845065
369	0.3688915082
370	0.3686925339
371	0.3684412266
372	0.3682429903
373	0.3680262542
374	0.3677939706
375	0.3676518291
376	0.367497521
377	0.3672893562
378	0.3671405242
379	0.3669263833
380	0.3667504326
381	0.3665454106
382	0.3663361983
383	0.3661329382
384	0.3659512732
385	0.3657823938
386	0.3656363237
387	0.3654746823
388	0.36531116
389	0.3651542329
390	0.3649862344
391	0.3648004742
392	0.3646578565
393	0.3645049769
394	0.3643468117
395	0.3641496706
396	0.3639543867
397	0.3638011024
398	0.3636471038
399	0.3634587484
400	0.3632374885
401	0.3630589663
402	0.3629129677
403	0.3626659699
404	0.3625468281
405	0.3623789725
406	0.362216355
407	0.3620419042
408	0.3618610011
409	0.3617065501
410	0.3615438373
411	0.3614180527
412	0.3612401258
413	0.3611103889
414	0.3609475809
415	0.3608204154
416	0.3606555359
417	0.3604942279
418	0.3603401817
419	0.3601546357
420	0.3600054942
421	0.359840591
422	0.3596772353
423	0.3594712848
424	0.3593390479
425	0.3592176205
426	0.3590895502
427	0.3589422897
428	0.3587984815
429	0.3586451257
430	0.3585347696
431	0.3584034136
432	0.3582641054
433	0.3580890118
434	0.3579161562
435	0.3577662766
436	0.3576144209
437	0.3574851363
438	0.3572892572
439	0.3571435204
440	0.3570735687
441	0.3569436413
442	0.3567983807
443	0.356604811
444	0.3564075033
445	0.3562336001
446	0.3560156021
447	0.3558000327
448	0.3556467722
449	0.3554618929
450	0.355284585
451	0.3551257293
452	0.3549766831
453	0.354843351
454	0.3546915904
455	0.354521711
456	0.3543021654
457	0.3541745714
458	0.3539964301
459	0.3538270983
460	0.3537550752
461	0.353595529
462	0.353453197
463	0.3532514607
464	0.3531143668
465	0.3529962012
466	0.3528218456
467	0.3527021324
468	0.3525440863
469	0.3523787068
470	0.3521823039
471	0.3519868533
472	0.3518498545
473	0.3517475221
474	0.3516035711
475	0.3514470011
476	0.3513266688
477	0.3511883129
478	0.3510564094
479	0.3509209344
480	0.3507609597
481	0.3506447227
482	0.3505031049
483	0.3503642967
484	0.3502326312
485	0.3500831088
486	0.3498947533
487	0.3497424214
488	0.3496408033
489	0.3494827571
490	0.3493562583
491	0.3491583315
492	0.3489966187
493	0.3488459058
494	0.3487279069
495	0.3486314554
496	0.3484384333
497	0.3483301724
498	0.3481967689
499	0.3480620796
500	0.3478933431
501	0.3477081067
502	0.3476236551
503	0.3474910134
504	0.3473943238
505	0.3472403014
506	0.34713285
507	0.3469979941
508	0.3468225195
509	0.3466944731
510	0.3465084034
511	0.3463492619
512	0.3461983586
513	0.3460369553
514	0.3458120764
515	0.3456906489
516	0.3455726738
517	0.3454160324
518	0.3453576282
519	0.3452433673
520	0.34515413
521	0.3449945124
522	0.3448133712
523	0.3446638488
524	0.3444559697
525	0.3443213757
526	0.3442164719
527	0.3441606391
528	0.3439652361
529	0.3438348564
530	0.3437404287
531	0.3435812396
532	0.3434477885
533	0.3433195992
534	0.3431989098
535	0.3430694348
536	0.3428641271
537	0.3427575805
538	0.3426247484
539	0.3424536785
540	0.3423327511
541	0.3422299187
542	0.3420560393
543	0.3419115168
544	0.341808732
545	0.341637686
546	0.3415146157
547	0.3414138547
548	0.3412820226
549	0.341161238
550	0.3410094536
551	0.3408397647
552	0.3406887423
553	0.3405180534
554	0.3403598405
555	0.3402188656
556	0.3401140332
557	0.339973225
558	0.3398292501
559	0.3396843229
560	0.3395800143
561	0.3394796105
562	0.3393031835
563	0.3391525897
564	0.3390540906
565	0.3389105919
566	0.3387997595
567	0.3386444991
568	0.3384888338
569	0.3383298829
570	0.3381792176
571	0.3380735281
572	0.3379607672
573	0.3378201495
574	0.3376809841
575	0.3375796993
576	0.3374231293
577	0.3373028685
578	0.3371979885
579	0.3371120131
580	0.336995776
581	0.3368894675
582	0.3367639686
583	0.3366558268
584	0.3365684942
585	0.3364342097
586	0.3363005443
587	0.3362182355
588	0.3360992604
589	0.335973714
590	0.3358376676
591	0.3357131925
592	0.3355526464
593	0.3354673376
594	0.3353354579
595	0.335226316
596	0.3351141266
597	0.3350461986
598	0.3349167236
599	0.3348249387
600	0.33468244
601	0.3345283462
602	0.3344257757
603	0.3343183005
604	0.3341833494
605	0.3340612791
606	0.333878376
607	0.3337584247
608	0.3336502114
609	0.333490689
610	0.333290429
611	0.3331630016
612	0.3330408836
613	0.3329142181
614	0.3327574338
615	0.332643173
616	0.332512317
617	0.3324097227
618	0.3322977714
619	0.3321436537
620	0.3320278215
621	0.3319180606
622	0.3318519897
623	0.3317375622
624	0.3316036349
625	0.3314999215
626	0.3313802083
627	0.3312592571
628	0.3311418772
629	0.3310154736
630	0.3308664987
631	0.3307207382
632	0.3305721681
633	0.3304509073
634	0.3303269084
635	0.3302073381
636	0.3301166485
637	0.3299209122
638	0.3297650802
639	0.3296688192
640	0.3295540107
641	0.3294368213
642	0.3293215129
643	0.3291962045
644	0.3290169442
645	0.3288891121
646	0.3287659703
647	0.3286753283
648	0.3285314963
649	0.3284174497
650	0.328266332
651	0.3281775471
652	0.3281105954
653	0.327978049
654	0.3278532168
655	0.3276798374
656	0.3275420529
657	0.3273462928
658	0.3272244606
659	0.3270655573
660	0.3269462965
661	0.3268366308
662	0.3267413222
663	0.3266554182
664	0.3265436811
665	0.3264661818
666	0.3263376354
667	0.3262490648
668	0.3261489228
669	0.3260668998
670	0.3259564722
671	0.3258528303
672	0.3257410456
673	0.3255996898
674	0.3254963574
675	0.3254120962
676	0.3253181209
677	0.3252033839
678	0.325103861
679	0.3249762431
680	0.3248760297
681	0.324765626
682	0.3246223177
683	0.3244771286
684	0.3243765819
685	0.3242679162
686	0.3241111796
687	0.3240155852
688	0.32385142
689	0.3237569447
690	0.3236480409
691	0.3235568989
692	0.3234599474
693	0.3233554722
694	0.3232264972
695	0.3231259267
696	0.3229703567
697	0.3228155009
698	0.3227045257
699	0.3226046219
700	0.3225054085
701	0.3224055761
702	0.3222881486
703	0.3221748163
704	0.3220756744
705	0.3220075083
706	0.3218984379
707	0.3217995816
708	0.3216325594
709	0.3215058939
710	0.3214031329
711	0.3213053957
712	0.3211885158
713	0.3210387553
714	0.3209725178
715	0.3208923042
716	0.3208206382
717	0.320703425
718	0.3205605215
719	0.3204532844
720	0.320354452
721	0.3202700718
722	0.3201831678
723	0.320061669
724	0.3199665508
725	0.3198684326
726	0.3197627907
727	0.3196090302
728	0.3194868647
729	0.3193797704
730	0.3192687714
731	0.3191536296
732	0.319032726
733	0.3188948463
734	0.3187737522
735	0.3186788721
736	0.3185683969
737	0.3184757311
738	0.3183476132
739	0.3182670425
740	0.3181855909
741	0.3180921632
742	0.3179724976
743	0.3179147362
744	0.3177478568
745	0.3175886201
746	0.3175031209
747	0.3173997171
748	0.317251028
749	0.3171369338
750	0.3170554345
751	0.3168823647
752	0.316742866
753	0.3166271051
754	0.316551463
755	0.3164481306
756	0.3163405601
757	0.3162422991
758	0.3161722283
759	0.3160459676
760	0.3159277068
761	0.3158504932
762	0.3157722558
763	0.3157011374
764	0.3156006145
765	0.3154893298
766	0.3153271408
767	0.315219237
768	0.3151476663
769	0.3150540481
770	0.3149754774
771	0.3148764783
772	0.3147899791
773	0.3146704087
774	0.3145457432
775	0.3144658868
776	0.3143233405
777	0.3142388412
778	0.3141339374
779	0.3139824626
780	0.3139072252
781	0.3138317259
782	0.3137298221
783	0.3135353715
784	0.3134208011
785	0.3133252067
786	0.31323266
787	0.3131233514
788	0.3130399474
789	0.3129228533
790	0.3128655919
791	0.3127464501
792	0.3126584509
793	0.3125171427
794	0.3123827392
795	0.3122929781
796	0.3121843362
797	0.3120814324
798	0.3119668144
799	0.311876839
800	0.3117261499
801	0.3115963416
802	0.3114864855
803	0.3113858197
804	0.311284773
805	0.3111755121
806	0.3110603941
807	0.3110021327
808	0.3108854195
809	0.3107873728
810	0.3106521359
811	0.3105551844
812	0.3104507806
813	0.3103655671
814	0.3102880917
815	0.3101859259
816	0.3101089504
817	0.3100406653
818	0.3099637375
819	0.3098457862
820	0.3097777868
821	0.3096470499
822	0.3095470984
823	0.3094407661
824	0.3093721
825	0.3092739581
826	0.3091663876
827	0.3090927454
828	0.309024627
829	0.3089420325
830	0.3088728903
831	0.30879851
832	0.3087269393
833	0.308635821
834	0.3085659407
835	0.3084574655
836	0.3083645616
837	0.3082570626
838	0.3081197067
839	0.3080160648
840	0.3079354941
841	0.3078316617
842	0.3077052581
843	0.3076189732
844	0.3075153789
845	0.3073399281
846	0.3072534765
847	0.30714043
848	0.3070366452
849	0.306950765
850	0.3068231471
851	0.3067384812
852	0.3066497916
853	0.3065292451
854	0.3064294365
855	0.3063550086
856	0.3062673427
857	0.3061496771
858	0.3060696778
859	0.3059799644
860	0.3058977746
861	0.3058000613
862	0.3057373952
863	0.3056036107
864	0.305538397
865	0.3054055172
866	0.3053302084
867	0.3052392569
868	0.3050947106
869	0.3049501166
870	0.3048309273
871	0.3047569517
872	0.3046632383
873	0.3045610964
874	0.3044546926
875	0.3043549078
876	0.3042559325
877	0.3041604572
878	0.3040460773
879	0.3039064833
880	0.3037834606
881	0.3036989376
882	0.3036275097
883	0.3035350105
884	0.3034410352
885	0.3033553455
886	0.3032928937
887	0.3031400141
888	0.3030491102
889	0.3029362779
890	0.3027923745
891	0.3027308274
892	0.3026149237
893	0.3025272817
894	0.3024252112
895	0.3023557832
896	0.3022391891
897	0.3021377138
898	0.3020921428
899	0.3020208577
900	0.3019073111
901	0.3017751219
902	0.3016095043
903	0.301532386
904	0.3013998634
905	0.3012659122
906	0.3011621989
907	0.3010810092
908	0.3009437247
909	0.3008554398
910	0.3007726548
911	0.300703584
912	0.3006236562
913	0.3005339189
914	0.3004365151
915	0.3003036591
916	0.3002023505
917	0.3001439463
918	0.3000492091
919	0.2999364958
920	0.299845949
921	0.2997224263
922	0.2996052369
923	0.2994999998
924	0.2993963579
925	0.2993063825
926	0.299197955
927	0.2990875274
928	0.2989715999
929	0.2989227194
930	0.2988203632
931	0.2986936024
932	0.2985710559
933	0.2984427952
934	0.2984019622
935	0.2983413437
936	0.2982550112
937	0.2981360599
938	0.2980356084
939	0.2979504664
940	0.2978619195
941	0.2977937059
942	0.2977222542
943	0.2976338026
944	0.2975224227
945	0.2973808763
946	0.2972604012
947	0.2971795448
948	0.2970735696
949	0.2970297367
950	0.2969475231
951	0.2968563573
952	0.2967673105
953	0.2966600734
954	0.2965917407
955	0.2964847893
956	0.2964065043
957	0.296307029
958	0.2962164584
959	0.2961413162
960	0.2960190554
961	0.295902366
962	0.2958025336
963	0.2957207486
964	0.2956412256
965	0.2955531549
966	0.2954742509
967	0.2954157991
968	0.2953571329
969	0.2952549672
970	0.2951969201
971	0.2950967067
972	0.295006779
973	0.2949108751
974	0.294818114
975	0.2947617812
976	0.2946753773
977	0.2945685687
978	0.2944959979
979	0.2944154749
980	0.2943571897
981	0.2942700238
982	0.2942259528
983	0.2941785008
984	0.2941032872
985	0.2939857407
986	0.2938824083
987	0.2937725522
988	0.2937093385
989	0.2935949109
990	0.2934856738
991	0.2933988413
992	0.2933016041
993	0.2932303667
994	0.2931192724
995	0.2930512016
996	0.2929652977
997	0.2928827508
998	0.2927941325
999	0.2926773241
