iter	Passed	Remaining
376	6133	10135
377	6149	10118
378	6164	10101
379	6182	10086
380	6198	10071
381	6214	10054
382	6233	10041
383	6249	10025
384	6265	10008
385	6282	9994
386	6299	9978
387	6315	9960
388	6331	9944
389	6347	9928
390	6363	9910
391	6380	9896
392	6397	9880
393	6414	9865
394	6431	9850
395	6448	9835
396	6463	9818
397	6480	9802
398	6497	9786
399	6513	9769
400	6529	9753
401	6545	9736
402	6559	9717
403	6576	9702
404	6591	9684
405	6608	9667
406	6624	9651
407	6639	9634
408	6656	9618
409	6671	9600
410	6687	9583
411	6705	9569
412	6720	9551
413	6736	9535
414	6752	9518
415	6768	9501
416	6784	9484
417	6799	9467
418	6815	9451
419	6833	9436
420	6848	9419
421	6866	9404
422	6882	9387
423	6900	9374
424	6916	9358
425	6932	9340
426	6948	9324
427	6964	9307
428	6980	9291
429	6995	9273
430	7012	9257
431	7028	9241
432	7043	9223
433	7059	9207
434	7075	9190
435	7092	9174
436	7108	9157
437	7125	9142
438	7140	9125
439	7156	9108
440	7170	9088
441	7185	9071
442	7201	9054
443	7215	9036
444	7231	9019
445	7246	9001
446	7262	8984
447	7280	8970
448	7296	8953
449	7311	8936
450	7327	8919
451	7343	8903
452	7359	8886
453	7374	8869
454	7390	8852
455	7406	8835
456	7422	8819
457	7442	8807
458	7459	8791
459	7474	8774
460	7489	8757
461	7505	8739
462	7520	8722
463	7536	8705
464	7552	8689
465	7570	8674
466	7587	8659
467	7604	8644
468	7622	8629
469	7638	8614
470	7654	8597
471	7670	8581
472	7686	8563
473	7701	8546
474	7718	8531
475	7734	8514
476	7750	8497
477	7765	8480
478	7780	8463
479	7797	8447
480	7814	8431
481	7830	8414
482	7846	8398
483	7862	8381
484	7877	8364
485	7893	8348
486	7909	8331
487	7925	8315
488	7940	8297
489	7957	8282
490	7973	8265
491	7989	8249
492	8006	8233
493	8021	8216
494	8037	8199
495	8052	8182
496	8069	8166
497	8085	8150
498	8101	8133
499	8116	8116
500	8132	8099
501	8148	8083
502	8163	8065
503	8179	8049
504	8193	8031
505	8209	8015
506	8226	7999
507	8241	7982
508	8258	7966
509	8273	7949
510	8289	7932
511	8305	7916
512	8321	7899
513	8337	7883
514	8354	7867
515	8369	7850
516	8385	7833
517	8402	7818
518	8417	7800
519	8432	7783
520	8450	7768
521	8466	7752
522	8482	7736
523	8497	7719
524	8513	7702
525	8529	7686
526	8545	7670
527	8560	7652
528	8576	7636
529	8592	7619
530	8607	7602
531	8623	7585
532	8638	7569
533	8655	7552
534	8669	7535
535	8685	7518
536	8701	7502
537	8716	7485
538	8731	7468
539	8747	7451
540	8763	7435
541	8777	7417
542	8793	7400
543	8809	7384
544	8825	7368
545	8842	7352
546	8857	7335
547	8872	7318
548	8888	7302
549	8904	7285
550	8919	7268
551	8935	7252
552	8951	7235
553	8969	7221
554	8985	7204
555	9001	7188
556	9016	7170
557	9031	7154
558	9049	7139
559	9065	7122
560	9080	7106
561	9095	7088
562	9111	7072
563	9127	7055
564	9142	7038
565	9158	7022
566	9174	7006
567	9188	6988
568	9204	6971
569	9219	6955
570	9235	6938
571	9250	6922
572	9266	6905
573	9283	6889
574	9301	6874
575	9316	6857
576	9332	6841
577	9347	6824
578	9362	6807
579	9378	6791
580	9393	6774
581	9409	6758
582	9428	6743
583	9444	6727
584	9459	6710
585	9477	6695
586	9492	6678
587	9507	6661
588	9522	6644
589	9537	6628
590	9554	6612
591	9569	6595
592	9585	6578
593	9600	6562
594	9619	6547
595	9634	6530
596	9649	6514
597	9664	6496
598	9680	6480
599	9696	6464
600	9711	6447
601	9729	6432
602	9744	6415
603	9759	6398
604	9775	6382
605	9791	6365
606	9805	6348
607	9823	6333
608	9840	6318
609	9857	6302
610	9873	6286
611	9890	6270
612	9906	6253
613	9921	6237
614	9937	6221
615	9953	6204
616	9969	6188
617	9985	6172
618	10001	6156
619	10018	6140
620	10033	6123
621	10049	6107
622	10064	6090
623	10082	6075
624	10097	6058
625	10113	6042
626	10129	6025
627	10144	6009
628	10160	5992
629	10176	5976
630	10192	5960
631	10210	5945
632	10229	5930
633	10244	5913
634	10260	5897
635	10276	5881
636	10290	5864
637	10307	5848
638	10325	5833
639	10341	5817
640	10358	5801
641	10376	5786
642	10392	5770
643	10408	5753
644	10424	5737
645	10441	5722
646	10459	5706
647	10475	5690
648	10491	5674
649	10509	5658
650	10526	5643
651	10541	5626
652	10557	5610
653	10577	5596
654	10598	5582
655	10615	5566
656	10631	5550
657	10647	5533
658	10663	5517
659	10679	5501
660	10695	5485
661	10711	5468
662	10728	5453
663	10743	5436
664	10761	5421
665	10777	5404
666	10792	5388
667	10807	5371
668	10822	5354
669	10837	5338
670	10856	5323
671	10872	5306
672	10887	5290
673	10904	5274
674	10920	5258
675	10935	5241
676	10950	5224
677	10967	5208
678	10983	5192
679	11000	5176
680	11017	5160
681	11032	5144
682	11051	5129
683	11071	5114
684	11086	5098
685	11103	5082
686	11119	5066
687	11135	5049
688	11151	5033
689	11168	5017
690	11183	5001
691	11198	4984
692	11214	4968
693	11229	4951
694	11245	4935
695	11261	4918
696	11277	4902
697	11294	4886
698	11309	4869
699	11325	4853
700	11342	4837
701	11361	4823
702	11378	4807
703	11394	4790
704	11409	4774
705	11425	4757
706	11440	4741
707	11456	4724
708	11472	4708
709	11491	4693
710	11506	4677
711	11525	4661
712	11541	4645
713	11556	4629
714	11571	4612
715	11586	4595
716	11603	4579
717	11619	4563
718	11635	4547
719	11652	4531
720	11668	4515
721	11683	4498
722	11699	4482
723	11715	4465
724	11732	4450
725	11747	4433
726	11764	4417
727	11781	4401
728	11797	4385
729	11813	4369
730	11829	4353
731	11847	4337
732	11864	4321
733	11881	4305
734	11896	4289
735	11912	4272
736	11928	4256
737	11943	4240
738	11959	4223
739	11974	4207
740	11992	4191
741	12008	4175
742	12024	4159
743	12038	4142
744	12054	4126
745	12070	4109
746	12087	4093
747	12102	4077
748	12117	4060
749	12132	4044
750	12148	4027
751	12164	4011
752	12180	3995
753	12195	3979
754	12211	3962
755	12226	3946
756	12242	3930
757	12258	3913
758	12273	3896
759	12289	3880
760	12306	3864
761	12320	3848
762	12336	3832
763	12353	3815
764	12368	3799
765	12385	3783
766	12403	3768
767	12418	3751
768	12434	3735
769	12450	3719
770	12465	3702
771	12481	3686
772	12496	3669
773	12512	3653
774	12529	3637
775	12546	3621
776	12562	3605
777	12576	3588
778	12593	3572
779	12611	3556
780	12626	3540
781	12643	3524
782	12659	3508
783	12675	3492
784	12692	3476
785	12708	3460
786	12723	3443
787	12738	3427
788	12753	3410
789	12770	3394
790	12785	3378
791	12801	3362
792	12815	3345
793	12834	3329
794	12849	3313
795	12865	3297
796	12883	3281
797	12899	3265
798	12915	3248
799	12930	3232
800	12946	3216
801	12961	3200
802	12977	3183
803	12992	3167
804	13008	3151
805	13024	3134
806	13041	3118
807	13055	3102
808	13072	3086
809	13088	3070
810	13103	3053
811	13120	3037
812	13135	3021
813	13150	3005
814	13165	2988
815	13181	2972
816	13196	2955
817	13211	2939
818	13226	2923
819	13243	2907
820	13258	2890
821	13273	2874
822	13289	2858
823	13304	2841
824	13319	2825
825	13336	2809
826	13353	2793
827	13367	2776
828	13382	2760
829	13398	2744
830	13413	2727
831	13429	2711
832	13445	2695
833	13460	2679
834	13474	2662
835	13489	2646
836	13504	2629
837	13520	2613
838	13537	2597
839	13554	2581
840	13570	2565
841	13585	2549
842	13601	2533
843	13617	2516
844	13633	2500
845	13649	2484
846	13665	2468
847	13681	2452
848	13698	2436
849	13713	2420
850	13730	2404
851	13745	2387
852	13763	2371
853	13780	2355
854	13795	2339
855	13809	2323
856	13824	2306
857	13840	2290
858	13855	2274
859	13873	2258
860	13888	2242
861	13904	2225
862	13918	2209
863	13934	2193
864	13949	2177
865	13965	2160
866	13981	2144
867	13996	2128
868	14012	2112
869	14027	2096
870	14044	2080
871	14059	2063
872	14074	2047
873	14090	2031
874	14105	2015
875	14121	1998
876	14136	1982
877	14151	1966
878	14169	1950
879	14185	1934
880	14201	1918
881	14216	1902
882	14231	1885
883	14246	1869
884	14261	1853
885	14277	1837
886	14293	1820
887	14309	1804
888	14324	1788
889	14340	1772
890	14356	1756
891	14371	1740
892	14386	1723
893	14402	1707
894	14418	1691
895	14433	1675
896	14450	1659
897	14468	1643
898	14481	1626
899	14496	1610
900	14515	1594
901	14533	1579
902	14548	1562
903	14565	1546
904	14580	1530
905	14597	1514
906	14613	1498
907	14628	1482
908	14642	1465
909	14658	1449
910	14672	1433
911	14689	1417
912	14705	1401
913	14720	1385
914	14734	1368
915	14750	1352
916	14767	1336
917	14782	1320
918	14801	1304
919	14817	1288
920	14832	1272
921	14847	1256
922	14862	1239
923	14879	1223
924	14896	1207
925	14911	1191
926	14928	1175
927	14943	1159
928	14958	1143
929	14974	1127
930	14990	1111
931	15006	1094
932	15022	1078
933	15040	1062
934	15053	1046
935	15069	1030
936	15084	1014
937	15100	998
938	15116	981
939	15131	965
940	15147	949
941	15164	933
942	15178	917
943	15194	901
944	15210	885
945	15225	869
946	15243	853
947	15259	837
948	15275	820
949	15289	804
950	15304	788
951	15319	772
952	15334	756
953	15349	740
954	15363	723
955	15380	707
956	15395	691
957	15411	675
958	15428	659
959	15443	643
960	15459	627
961	15476	611
962	15491	595
963	15507	579
964	15522	562
965	15537	546
966	15552	530
967	15568	514
968	15584	498
969	15600	482
970	15615	466
971	15631	450
972	15646	434
973	15662	418
974	15677	401
975	15692	385
976	15707	369
977	15723	353
978	15740	337
979	15755	321
980	15773	305
981	15788	289
982	15803	273
983	15820	257
984	15835	241
985	15851	225
986	15866	208
987	15883	192
988	15899	176
989	15915	160
990	15931	144
991	15948	128
992	15964	112
993	15980	96
994	15998	80
995	16014	64
996	16030	48
997	16045	32
998	16061	16
999	16077	0
