iter	MultiClass
540	0.3331784699
541	0.3330424856
542	0.3328451612
543	0.3326642061
544	0.3324638459
545	0.3323689932
546	0.3322202112
547	0.332116787
548	0.3319696717
549	0.3317892523
550	0.3316431786
551	0.3314714796
552	0.3313393942
553	0.3311203433
554	0.3310282585
555	0.3308344163
556	0.3307062596
557	0.3305755433
558	0.330423785
559	0.3303380694
560	0.3301861028
561	0.3300352077
562	0.3299420217
563	0.3297853527
564	0.3296689223
565	0.329578415
566	0.3293502865
567	0.3292544815
568	0.3290729906
569	0.3289502804
570	0.3288201296
571	0.3286978956
572	0.3284938151
573	0.3283371461
574	0.328190001
575	0.3280418737
576	0.3278676151
577	0.3277561253
578	0.3276183554
579	0.3275234135
580	0.3273919829
581	0.3272510283
582	0.3271114429
583	0.3269867684
584	0.3268362899
585	0.3266947401
586	0.3266062269
587	0.3264926835
588	0.3263464312
589	0.3261949706
590	0.3260358313
591	0.3259366333
592	0.3257421661
593	0.325631718
594	0.3255547525
595	0.3254034109
596	0.3252917425
597	0.3251764432
598	0.3250833465
599	0.3249937618
600	0.324873135
601	0.3247387877
602	0.3246667628
603	0.3244689026
604	0.3243398828
605	0.3242352383
606	0.3241444334
607	0.3239677938
608	0.3238185951
609	0.3236809144
610	0.3234930247
611	0.3233352544
612	0.3231713531
613	0.3230813517
614	0.3229427484
615	0.3227894127
616	0.3226826849
617	0.3225712844
618	0.3224052402
619	0.3222867563
620	0.3221684807
621	0.3220679732
622	0.32196568
623	0.3218504401
624	0.3217553494
625	0.321597222
626	0.3214963871
627	0.3213626648
628	0.3212369188
629	0.3210676901
630	0.3209609325
631	0.3208342044
632	0.3207116727
633	0.3205698849
634	0.3204205076
635	0.3202580944
636	0.3201370807
637	0.3200457697
638	0.3198859459
639	0.3197363305
640	0.3195535896
641	0.3193721285
642	0.3192142095
643	0.319060844
644	0.3189367648
645	0.31877956
646	0.3186582188
647	0.3185096154
648	0.318387054
649	0.3182830346
650	0.3181972297
651	0.3180580609
652	0.3179300827
653	0.3177364488
654	0.3175802857
655	0.3174595399
656	0.3173305498
657	0.3172200124
658	0.3170785221
659	0.3169018826
660	0.3168101847
661	0.3166619384
662	0.3165236327
663	0.3163710709
664	0.3162141637
665	0.3161202933
666	0.3159787732
667	0.3157654367
668	0.3156311489
669	0.3154818609
670	0.3153121559
671	0.3151551
672	0.3149873891
673	0.3148933698
674	0.3147828324
675	0.3147193195
676	0.3146027404
677	0.314506221
678	0.3143855942
679	0.3142476159
680	0.3141186556
681	0.3139958859
682	0.3138765686
683	0.3137876387
684	0.3136714167
685	0.3135471588
686	0.3134570682
687	0.3133693882
688	0.3132303385
689	0.3130656931
690	0.3129663166
691	0.3128191418
692	0.3126752408
693	0.3125972931
694	0.3124522017
695	0.3123638372
696	0.312165739
697	0.3120613624
698	0.3119644859
699	0.3118327577
700	0.3117214762
701	0.3115617417
702	0.3114471566
703	0.3113217975
704	0.3112039386
705	0.311050216
706	0.3109298868
707	0.3107685748
708	0.3106639304
709	0.3105414583
710	0.3104021109
711	0.3102836269
712	0.3101843397
713	0.3100503793
714	0.3099639792
715	0.309835138
716	0.3097271601
717	0.309635998
718	0.309536681
719	0.3094365902
720	0.3092845939
721	0.3091796815
722	0.3090951565
723	0.3089792618
724	0.3088786353
725	0.3087772052
726	0.308605149
727	0.3084904449
728	0.3083738657
729	0.3082596973
730	0.3081560052
731	0.3079974314
732	0.3078390064
733	0.307738231
734	0.3075843596
735	0.3074767092
736	0.3073803982
737	0.3072664381
738	0.3071345313
739	0.3070292321
740	0.3069264329
741	0.3068100621
742	0.3066332439
743	0.3065384508
744	0.3064794023
745	0.3063860675
746	0.3062862148
747	0.3061359745
748	0.3060532649
749	0.3059517455
750	0.305818291
751	0.3056849854
752	0.3055482869
753	0.3054559939
754	0.3053606055
755	0.3052684017
756	0.3051529833
757	0.305009499
758	0.3048599729
759	0.3047504474
760	0.3046590174
761	0.3045642243
762	0.3043903526
763	0.3042640709
764	0.3041500216
765	0.3040041563
766	0.3038642136
767	0.303742307
768	0.3036034359
769	0.3035219763
770	0.3034019745
771	0.3032719427
772	0.3031443515
773	0.3030592311
774	0.302972087
775	0.3028612817
776	0.3027530062
777	0.3026615763
778	0.3025306814
779	0.3024187452
780	0.3023306188
781	0.3021980573
782	0.3020891866
783	0.3019849886
784	0.3019110589
785	0.3017684079
786	0.3016508763
787	0.3015028086
788	0.3013969737
789	0.3013095319
790	0.3012174174
791	0.3010913142
792	0.3010157179
793	0.3009255974
794	0.300851013
795	0.3007091656
796	0.3005950269
797	0.3004894598
798	0.3003758569
799	0.3002165985
800	0.3001226685
801	0.3000288278
802	0.2999035581
803	0.2998218306
804	0.299703436
805	0.2995521539
806	0.29941864
807	0.2992829534
808	0.2992076546
809	0.2990667596
810	0.2989479185
811	0.2987977376
812	0.2986930932
813	0.2985655317
814	0.298466304
815	0.2983395759
816	0.2982629081
817	0.2981816568
818	0.2981036497
819	0.297989511
820	0.2979173671
821	0.2977910259
822	0.2977333167
823	0.2976231364
824	0.297545784
825	0.2974882534
826	0.297342269
827	0.2972414342
828	0.2971081286
829	0.2970109545
830	0.296898423
831	0.2967955345
832	0.2966650861
833	0.2966021685
834	0.2964227907
835	0.2963252892
836	0.2961963587
837	0.2960476362
838	0.2959281403
839	0.2958535261
840	0.2957371255
841	0.2955946531
842	0.2954581332
843	0.2954012573
844	0.2952953033
845	0.2952400346
846	0.2951341997
847	0.2950500615
848	0.2949726496
849	0.294882797
850	0.2948041053
851	0.2946680318
852	0.2945833877
853	0.2944898744
854	0.2944091291
855	0.2943119848
856	0.2942368646
857	0.2940924874
858	0.2939960871
859	0.2938927522
860	0.2937920661
861	0.2937310533
862	0.2935714378
863	0.2934162866
864	0.2933131302
865	0.2932073251
866	0.293069942
867	0.292946458
868	0.2928499387
869	0.2927667231
870	0.2926722276
871	0.2925697558
872	0.2924298132
873	0.2923141269
874	0.2922085301
875	0.2920401644
876	0.2919498952
877	0.2918620069
878	0.2917398027
879	0.2916489977
880	0.2915625381
881	0.2914818821
882	0.2914339349
883	0.2913113736
884	0.2912391701
885	0.2911200314
886	0.2910041367
887	0.2908896112
888	0.2907682998
889	0.290611095
890	0.2904940992
891	0.2904063895
892	0.2902916854
893	0.2901736181
894	0.2900518901
895	0.2899109355
896	0.2898081066
897	0.2896798308
898	0.289598907
899	0.2895186677
900	0.2893595879
901	0.2892557172
902	0.2891545252
903	0.2890813991
904	0.2889711593
905	0.288864372
906	0.2887629419
907	0.2886185051
908	0.2885263311
909	0.2883921922
910	0.2883167744
911	0.2881975166
912	0.2881361466
913	0.287988942
914	0.287868702
915	0.2877446525
916	0.2876934018
917	0.2876128946
918	0.287553221
919	0.2874710174
920	0.2873528311
921	0.2872920564
922	0.2871802392
923	0.2870856544
924	0.2870349691
925	0.2869522893
926	0.2868796394
927	0.2867844593
928	0.2866935056
929	0.2865921945
930	0.2865569261
931	0.2864717462
932	0.2863440062
933	0.2862919816
934	0.2861954325
935	0.2861450448
936	0.2860982584
937	0.2859766494
938	0.2858662608
939	0.2858044742
940	0.2856941153
941	0.285613757
942	0.285566167
943	0.2855024458
944	0.2854506592
945	0.2853608365
946	0.2852219355
947	0.2851272615
948	0.2850381827
949	0.2849515445
950	0.2848222866
951	0.2847698751
952	0.2846854095
953	0.2845914795
954	0.2844682633
955	0.2843165943
956	0.2842446885
957	0.2840986148
958	0.284000905
959	0.2839024214
960	0.28377861
961	0.2836636975
962	0.2836037263
963	0.283491552
964	0.2833557166
965	0.2832279766
966	0.2831021711
967	0.2829788061
968	0.2828872273
969	0.2828196668
970	0.2827303499
971	0.2826821349
972	0.2826135029
973	0.2824549291
974	0.2823380523
975	0.2822491224
976	0.2821381385
977	0.2820431073
978	0.2819690586
979	0.2818523604
980	0.2817659007
981	0.2816537859
982	0.2815848265
983	0.2814680986
984	0.2813616684
985	0.2812743456
986	0.2811597903
987	0.2810498184
988	0.2809915139
989	0.2808934469
990	0.2807506174
991	0.28061252
992	0.2805500191
993	0.2804671309
994	0.2803583793
995	0.2802570384
996	0.2801617096
997	0.2800762916
998	0.279888759
999	0.279803103
